508175;1452184;Joshua Delgado;127;257.9;22.39;38.08;22.5.24;23.2.24;Online
211289;8356109;Jeffrey Gillespie;872;883.37;19.66;21.64;5.10.24;7.9.24;Agent
236013;8562052;Amanda Larsen;689;88.48;2.май;31.56;7.7.24;10.3.24;Agent
714309;6031439;Nancy Barry;1;21.73;45.84;авг.77;24.9.24;8.3.24;Direct
252702;2927198;Lindsay Mcdonald;744;661.22;93.07;дек.23;7.4.24;3.7.24;Direct
429027;2323973;Matthew Kennedy;344;26.67;54.97;46.88;28.5.24;25.9.24;Agent
101618;3877823;Rebecca Johnson;542;117.24;49.18;42.39;24.12.23;2.6.24;Agent
611695;5878061;Michael Sanders;959;2.сент;25.53;17.32;21.10.24;11.11.24;Online
409279;8271182;Jennifer Hampton;450;59.68;85.27;26.авг;18.11.24;23.5.24;Online
822416;2352776;Brenda Bennett;417;737.52;41.62;31.71;21.11.24;16.3.24;Online
504506;7129732;Ann Page;32;196.08;41.86;16.38;5.4.24;9.10.24;Agent
689793;5229495;Tracy Stevens;378;88.85;24.69;41.52;14.12.23;12.4.24;Agent
833549;3849001;Melody Thomas;791;27.сент;96.36;34.18;28.9.24;2.4.24;Agent
270281;2484363;Rodney Baker;27;712.39;44.05;35.21;3.2.24;27.5.24;Direct
978581;4154533;Judy Thompson;582;52.8;68.76;26.март;22.3.24;11.2.24;Direct
551527;6295690;Stephen Little;301;348.0;72.66;38.76;26.2.24;11.7.24;Agent
676673;2645136;Andrea Murphy;65;851.87;17.янв;0.71;22.8.24;29.3.24;Direct
794736;9473552;Chelsea Navarro;62;864.12;49.06;13.19;30.9.24;27.2.24;Online
688894;2843127;John Rodriguez;661;575.76;29.52;35.71;24.8.24;11.6.24;Online
725121;1800154;Bailey Pennington;297;734.05;32.08;29.0;6.5.24;13.10.24;Online
192080;4793368;Courtney Reese;280;877.12;82.07;дек.44;1.4.24;30.7.24;Online
673896;2826830;Monica Green;183;105.92;93.27;янв.97;1.3.24;28.3.24;Agent
938282;2633693;Angela Neal;650;355.39;нояб.89;17.91;7.3.24;15.5.24;Agent
383815;2962058;Mark Mueller;527;775.9;сент.82;42.03;18.5.24;28.10.24;Direct
345756;1993248;Brenda Rivera;320;510.82;48.99;19.73;1.7.24;21.4.24;Online
897064;3893040;Emily Ramsey;926;237.48;41.77;41.33;25.12.23;20.5.24;Online
869441;4142994;Darren Montgomery;580;27.июнь;79.39;39.28;1.9.24;16.7.24;Direct
837324;7978705;Christy Wagner;992;364.42;февр.59;19.54;27.2.24;2.12.23;Direct
338191;5026225;Taylor Hall;277;78.51;29.22;17.45;1.6.24;12.11.24;Direct
980811;5221659;Michele Alvarez;784;384.59;26.29;33.19;20.8.24;3.11.24;Agent
280002;1100363;April Adams;936;75.4;44.59;34.37;25.10.24;6.11.24;Agent
387141;1009859;David Peterson;441;февр.67;71.56;47.43;23.10.24;30.9.24;Online
106812;8092901;Ray King;270;168.03;нояб.69;46.03;7.12.23;2.10.24;Agent
953661;2901996;Colleen Serrano;615;703.77;29.54;45.53;6.7.24;7.3.24;Direct
837486;6454866;Leonard Smith;688;519.49;89.18;30.34;3.1.24;28.9.24;Agent
717299;2126373;Joanne Williams;498;816.06;июль.14;18.71;2.6.24;26.4.24;Direct
171272;4346569;Caitlyn Bryant;586;817.93;апр.86;февр.73;5.4.24;16.3.24;Agent
861952;2341596;Bradley Rose;274;637.86;58.65;32.69;7.2.24;22.9.24;Online
762028;5346778;Alec Silva;863;174.7;73.25;март.18;15.10.24;5.8.24;Direct
806863;4832789;Mario Scott;785;14.82;33.39;49.53;29.9.24;13.6.24;Agent
861879;3517641;Brandon Briggs;292;154.85;72.17;30.61;25.10.24;28.8.24;Agent
422439;2541593;Mr. Gregory Skinner;544;982.51;43.12;17.84;16.9.24;5.8.24;Agent
963302;4473194;Scott Beard;39;700.47;80.53;сент.52;31.7.24;15.7.24;Online
955968;2695713;Miss Lori Perez;329;857.22;69.1;май.28;20.2.24;23.2.24;Agent
111213;1023211;Robert Perkins;855;634.9;92.7;июль.45;4.9.24;14.1.24;Agent
869653;9198068;Nathaniel Howard;304;291.58;91.1;37.66;18.10.24;7.1.24;Online
141282;6881809;Patricia Campbell;230;86.61;53.74;29.18;25.2.24;30.1.24;Online
611680;4133865;Paula Greene;151;290.43;19.дек;17.95;11.3.24;30.4.24;Online
839450;4594177;David Rose V;9;681.17;86.4;35.33;26.9.24;3.9.24;Online
173640;7782845;Brenda Miranda;12;80.75;3.июль;44.94;27.3.24;24.3.24;Agent
799214;4200213;Richard Johnson;913;30.15;55.63;44.06;29.3.24;29.3.24;Agent
313547;3005805;Lucas Avila;443;678.53;67.23;28.46;18.12.23;3.11.24;Online
540153;6495045;Lauren Bass;534;59.68;16.84;23.41;16.8.24;12.10.24;Online
996862;4769229;Albert Poole;173;966.84;40.02;23.76;14.7.24;11.11.24;Online
352360;7968595;Nicole Davis;681;700.19;58.0;38.53;3.8.24;19.9.24;Online
530665;2773342;Richard Hartman;807;776.72;43.14;27.95;7.5.24;9.4.24;Online
102197;2626866;Randy Williams;257;878.43;65.49;49.75;6.1.24;1.4.24;Direct
798850;6904545;Lisa Cline;837;430.83;июль.49;май.77;26.9.24;10.2.24;Direct
370069;9282723;Steve Stone;199;763.71;72.2;июнь.86;17.9.24;2.12.23;Direct
468427;6158318;Rachel York;593;310.17;61.58;май.82;29.4.24;4.5.24;Agent
266579;8817371;Brandon Fleming;457;582.17;янв.64;17.авг;8.10.24;26.8.24;Online
590813;7906439;Lauren Price;75;581.82;февр.88;32.99;19.4.24;8.9.24;Direct
266253;5384288;Jeffrey Howard;678;194.76;88.14;34.74;13.2.24;5.12.23;Online
477917;2675844;Jeffrey Phillips;905;587.24;34.19;41.08;12.1.24;13.8.24;Online
741054;7903847;Amy Morales;910;28.59;1.июнь;23.83;12.5.24;13.10.24;Direct
779381;3303231;Valerie Fuentes;872;92.59;16.86;24.сент;6.1.24;30.7.24;Agent
154751;4216899;Heather Ward;342;488.07;28.91;46.02;6.5.24;19.11.24;Agent
992770;9553297;Justin Hall;106;96.86;30.33;36.98;10.10.24;25.7.24;Agent
392525;7195348;Erik King;118;182.05;89.48;сент.78;21.5.24;17.12.23;Online
979131;8763732;Chelsea Arroyo;93;947.66;24.апр;0.03;1.8.24;21.3.24;Online
751927;4856582;Bethany Cook;429;217.96;85.27;16.58;28.3.24;2.11.24;Online
643369;2127026;Kimberly Davis;317;79.55;4.март;39.39;10.5.24;11.8.24;Direct
815063;7145532;Dale Jones;211;32.37;61.98;42.9;19.6.24;5.9.24;Direct
885540;2460949;Brandon Rodriguez;469;135.69;май.88;35.96;10.7.24;28.7.24;Agent
827292;2495399;Jesse Archer;844;23.18;34.27;32.88;9.10.24;21.12.23;Agent
928749;6476154;Rhonda Williamson;244;202.49;42.93;31.44;12.4.24;8.7.24;Direct
791445;2173464;Michael Ellis;850;46.27;91.08;34.61;28.7.24;2.6.24;Agent
883827;7822426;James Walter;683;401.13;69.85;май.56;8.4.24;6.5.24;Agent
541458;1943721;Keith Mccall;247;57.99;март.52;апр.44;2.7.24;5.2.24;Agent
178163;5369072;Terri Knox;418;144.16;73.2;нояб.48;13.6.24;28.7.24;Agent
804163;4310170;Martha Reed;500;208.07;63.03;33.27;31.12.23;30.8.24;Agent
953172;4716236;Phyllis Mitchell;165;316.57;июнь.92;янв.39;20.12.23;5.2.24;Agent
611749;6092719;Phillip Garrett;273;сент.22;44.6;нояб.48;12.3.24;10.3.24;Direct
532109;4441300;Justin Barnett;637;101.75;41.17;июнь.91;27.3.24;26.4.24;Direct
386423;3408953;Robert Lopez;318;май.61;май.63;27.55;1.8.24;8.4.24;Direct
948710;7802533;Jackson Santos;941;802.95;29.53;45.36;28.7.24;6.7.24;Online
760130;1537171;Brenda Lane;34;974.78;73.43;2.март;9.1.24;10.8.24;Agent
226483;2569306;Roberto Kelley;327;66.4;янв.81;июль.67;4.5.24;2.2.24;Direct
686473;8091411;Sherry Webb;728;534.54;95.33;апр.87;3.11.24;13.7.24;Direct
539909;8055781;Michael Williams;259;42.94;52.8;июль.58;23.6.24;5.6.24;Agent
743960;9025192;Douglas Smith;758;104.62;42.79;май.39;21.10.24;23.3.24;Direct
644950;6591980;Edwin Mclean;382;35.72;68.19;13.69;16.11.24;6.2.24;Online
664818;1999639;Kevin Fletcher;718;4.авг;61.23;7.июль;4.6.24;8.8.24;Agent
629943;1366326;Brenda Huang;561;204.9;нояб.48;14.48;5.5.24;18.5.24;Agent
480658;7171790;Joseph Palmer;26;64.95;57.93;май.32;26.10.24;15.3.24;Online
514405;7468218;Lisa Lam;511;131.05;33.7;16.авг;28.5.24;24.12.23;Direct
609584;7677476;Andrew Walker;40;691.24;79.43;авг.83;21.4.24;25.6.24;Online
990137;6345128;Paul Mack DVM;622;25.57;86.02;45.9;31.1.24;8.12.23;Agent
721293;9427592;Jonathan Hill;592;934.14;36.35;янв.75;8.2.24;3.9.24;Agent
211939;9064499;Adam Gaines;72;294.58;февр.27;12.авг;25.1.24;6.9.24;Direct
303670;5239018;Kathy Zimmerman;568;550.03;66.65;15.83;25.4.24;22.4.24;Direct
450871;6933835;Michael Shannon;400;40.85;51.49;19.37;28.10.24;5.2.24;Direct
747126;7484326;Jeffrey Torres;592;793.51;40.55;29.98;18.10.24;1.9.24;Agent
713811;7775616;Dr. Steven Gray PhD;252;341.15;43.39;31.97;11.10.24;25.9.24;Online
353040;2915761;Robert Foster;889;27.34;15.98;0.92;8.10.24;16.4.24;Agent
800264;2465763;Jake Parker;873;544.76;18.июнь;март.24;5.7.24;24.10.24;Direct
748969;3040522;Vincent Wood;814;552.99;66.77;37.58;3.7.24;18.11.24;Online
942699;8155889;Harry Mullins;95;408.54;87.9;46.99;24.8.24;7.1.24;Direct
905202;3789833;Mathew Johnson;411;66.88;79.83;16.28;22.11.24;15.10.24;Agent
417027;8078516;James Butler;546;320.85;40.07;8.дек;12.12.23;26.1.24;Online
523019;1897424;Brandon Warren;146;43.21;98.57;июнь.74;16.6.24;28.7.24;Agent
388250;6551643;Angela Wright;641;457.02;дек.55;янв.14;30.9.24;16.6.24;Direct
389443;3747803;Stephen Hicks;412;972.51;31.94;49.4;17.7.24;14.1.24;Direct
640410;5841040;Abigail Leon;228;380.23;80.3;май.75;15.9.24;4.3.24;Direct
168080;4172233;Courtney Moore;931;198.25;31.99;41.52;2.5.24;29.5.24;Agent
521097;1269120;Mitchell Bullock;170;759.27;1.авг;5.янв;3.5.24;7.6.24;Direct
332881;7176358;Deborah Lopez;683;440.35;сент.14;июль.23;20.8.24;9.1.24;Direct
767343;4927361;Dr. Todd Jenkins;441;828.15;55.05;февр.37;27.3.24;11.6.24;Agent
884134;9639400;Alan Conley;309;80.0;50.03;37.55;26.12.23;3.4.24;Direct
898737;4080861;April Jones;882;48.36;69.38;31.55;26.2.24;17.8.24;Agent
998064;2890406;Mrs. Natalie Sanchez;701;14.16;77.21;16.27;20.4.24;26.12.23;Agent
798382;3955316;Annette Chavez;306;620.31;96.79;11.янв;1.2.24;27.1.24;Direct
790902;9168548;Pamela Reese;816;628.18;81.91;38.32;5.2.24;17.2.24;Direct
596612;5606212;Joseph Wolf;626;686.25;50.59;13.77;13.12.23;3.3.24;Online
877549;3434055;Kristina Barnes;89;285.24;80.13;19.23;10.6.24;23.7.24;Direct
187023;2473000;Melinda Shaffer;883;87.7;июнь.97;окт.45;18.2.24;28.3.24;Agent
356928;5541750;Heather Middleton;44;372.84;9.июль;14.35;12.10.24;28.4.24;Direct
499923;3020865;Robert Black;654;27.94;28.42;18.25;21.2.24;14.7.24;Direct
879817;1225004;Anthony Watkins;814;205.34;апр.24;16.27;320;12.12.23;Agent
862520;2912541;Kenneth Boyd;898;920.44;60.04;43.71;30.8.24;14.8.24;Agent
180716;2842018;Regina Alvarez;235;99.96;78.02;35.8;6.5.24;12.7.24;Online
414975;9468640;Brandon Ruiz;483;712.27;64.03;35.28;9.12.23;17.5.24;Agent
848984;4290260;Emily Moore;78;92.32;67.15;41.28;30.9.24;4.9.24;Direct
755403;1045519;Katherine Jones;639;490.4;44.36;сент.82;27.10.24;12.7.24;Agent
973048;6942377;Jennifer Harper;419;95.24;27.июнь;июль.69;23.11.24;7.7.24;Agent
155051;1519177;Heather Bryant;870;13.66;21.48;март.37;8.1.24;19.9.24;Agent
862416;1320288;Michael Li;258;912.01;31.35;42.92;27.5.24;9.5.24;Agent
633813;7775845;Andrea Williamson;551;39.6;90.45;сент.56;6.8.24;17.6.24;Agent
972285;6413123;Daniel Gibbs;24;дек.86;95.06;15.52;1.2.24;6.9.24;Online
111364;9207523;Amber Boyer;537;67.72;71.74;36.29;17.12.23;7.8.24;Online
382689;9755945;Nancy Mcintyre;25;28.авг;63.63;45.27;7.10.24;19.3.24;Online
433389;3826980;Kathryn Martin;390;297.1;43.04;43.5;13.12.23;25.3.24;Direct
453388;3588808;Richard Page;243;46.56;37.43;20.61;17.6.24;12.7.24;Agent
198378;8405379;Jeffrey Schneider;283;369.64;15.56;35.02;30.3.24;13.3.24;Agent
329054;8511489;Jason Klein;815;539.47;82.49;16.июль;3.5.24;13.4.24;Agent
771195;6419995;Cody Garcia;597;49.59;14.0;25.15;22.2.24;23.3.24;Direct
610746;9766046;Mrs. Kristina Bell;539;53.78;23.18;41.01;7.11.24;6.6.24;Agent
511526;6924791;Craig Pruitt;819;63.11;38.47;22.35;3.10.24;18.6.24;Direct
681035;5699378;Tracy Miller;912;977.12;35.53;21.16;19.7.24;4.7.24;Direct
279971;2242095;Ashley Bush;992;793.44;85.05;18.58;16.1.24;29.1.24;Agent
492988;3012524;Joshua Sutton;280;682.14;90.4;29.23;1.7.24;9.11.24;Direct
147036;7016071;Donald Williams;635;185.67;46.41;нояб.78;1.3.24;7.4.24;Online
164517;7331812;Christopher Davis;800;40.22;41.71;25.29;16.2.24;10.9.24;Online
867774;2047254;Joel Cole;754;712.68;31.97;42.06;31.1.24;11.11.24;Direct
190552;nature;Alicia Smith;790;70.13;75.51;18.85;26.9.24;4.8.24;Agent
536636;7784249;Douglas Schmidt;18;221.9;27.84;май.96;15.6.24;2.5.24;Online
281842;9841142;Daniel Robles;746;26.45;63.5;39.8;27.8.24;3.11.24;Agent
997207;1928074;Tyler Carroll;920;69.68;26.45;15.84;19.5.24;29.12.23;Online
951165;4499761;Bonnie Moses;474;27.сент;14.51;16.янв;24.9.24;8.8.24;Online
622154;9039156;James Bryant;902;42.86;47.62;23.67;30.12.23;8.1.24;Online
490335;8853306;Jennifer Ruiz;154;26.86;64.92;янв.41;25.6.24;22.7.24;Direct
402151;9524766;David Sanchez;634;71.07;февр.67;37.17;26.11.24;5.2.24;Direct
965100;4290280;Francisco Marshall;65;861.33;41.93;41.41;18.5.24;24.1.24;Agent
810972;8985393;Brianna Mejia;821;июнь.39;июнь.16;июнь.82;17.11.24;5.8.24;Online
214600;2620926;Bethany Scott;569;95.27;37.37;сент.36;13.4.24;29.10.24;Online
791005;5057450;Jonathan Davis;968;653.99;46.77;25.0;15.10.24;10.3.24;Online
978790;7336429;Lori Gates;149;993.97;90.17;13.май;30.1.24;7.3.24;Direct
727408;7435556;Curtis Pratt;269;692.22;61.57;45.52;9.7.24;5.10.24;Online
820353;1832814;Dr. Shawn Clark;902;261.49;51.59;18.25;12.10.24;26.2.24;Agent
642084;2016671;Michelle Johnson;207;946.51;78.49;27.84;5.12.23;24.12.23;Direct
450650;7111527;Terri Caldwell;431;24.41;66.59;43.22;23.10.24;2.7.24;Direct
227789;1707353;Randy Randolph;398;43.23;18.0;31.авг;6.2.24;14.5.24;Direct
192143;5559664;Holly Walsh;658;724.47;53.06;14.75;43;13.5.24;Agent
448285;2654496;Amanda Copeland;204;599.32;0.46;14.91;26.11.24;12.6.24;Online
566209;4461312;Greg Fowler;273;112.78;76.65;44.01;14.6.24;8.8.24;Agent
144277;4258235;John Sanders;351;353.97;13.59;июль.34;17.9.24;26.6.24;Direct
179293;6140800;Jonathan Smith;783;425.18;70.23;5.июль;13.10.24;26.12.23;Online
358439;5714983;Kelly Reed;213;229.01;14.март;5.июнь;6.5.24;30.9.24;Agent
924277;4540488;Deborah Guzman;778;428.74;39.75;19.24;651;1.3.24;Agent
767110;5696352;Jennifer Reed;797;375.56;18.36;февр.21;23.2.24;6.4.24;Online
150251;1018848;Kevin Ashley;806;443.97;44.08;0.02;30.6.24;6.1.24;Agent
606267;2526386;Jacob Young;827;61.63;68.4;20.88;2.4.24;8.10.24;Online
541010;6755702;Jessica Farmer;271;43.54;34.85;февр.43;26.3.24;22.2.24;Direct
135534;3541479;Phillip Wright;965;848.76;52.65;42.28;15.4.24;3.2.24;Online
593912;2912556;Gabriel Tate;888;406.04;май.75;39.2;14.8.24;6.10.24;Agent
108604;6953498;Rebecca Oneill;622;428.49;78.2;37.24;28.10.24;20.7.24;Online
541675;5874637;John Weber;634;274.73;39.12;15.февр;22.11.24;15.8.24;Online
173422;8721320;Darryl Ramirez;253;347.84;58.47;дек.48;24.10.24;11.6.24;Direct
838342;9464807;Ruben Berger;237;593.09;41.29;26.49;17.11.24;15.10.24;Online
826356;2932428;Cheyenne Kennedy;64;922.71;20.52;48.37;22.7.24;10.8.24;Agent
777266;2165323;Kristin Williams;686;787.82;78.57;49.33;18.12.23;24.2.24;Online
268612;3341447;Benjamin White;612;19.56;февр.46;45.01;14.4.24;22.12.23;Agent
499708;2497706;Claudia Andrews;698;86.89;86.73;14.52;8.4.24;12.8.24;Direct
166130;9420251;Jon Davis;379;96.43;64.94;22.77;31.3.24;27.3.24;Agent
690977;4655076;Valerie Green;515;433.26;46.13;30.75;13.5.24;27.6.24;Agent
407489;4574000;Jason Evans;565;235.58;64.36;47.97;30.1.24;28.10.24;Online
838720;4223937;Shelly Gonzalez;167;4.март;60.24;28.51;11.5.24;21.11.24;Direct
836987;7194173;Eric Wilson;214;718.05;сент.49;апр.69;2.5.24;3.2.24;Online
178917;3374573;Lauren Miller;671;821.01;14.13;13.45;13.11.24;1.2.24;Online
582212;8999546;Jonathan Young;882;787.82;окт.24;48.38;10.9.24;28.2.24;Direct
701761;4604583;Lance Reed;946;248.79;21.48;16.42;1.8.24;14.8.24;Agent
938189;2995331;Heather Smith;789;749.58;58.9;48.71;24.6.24;25.12.23;Direct
230686;1214701;Rebecca Jones DVM;684;85.85;авг.54;дек.84;28.6.24;27.9.24;Agent
790699;6384470;Anthony Howell;872;598.63;89.79;25.дек;5.12.23;26.8.24;Online
329232;2412975;Kimberly Baldwin;760;78.2;15.июнь;29.июнь;19.5.24;11.2.24;Agent
644869;1924411;Stephen Singh;365;808.62;89.88;май.24;27.2.24;27.9.24;Direct
788635;5204155;Leslie Campbell;886;977.42;окт.88;16.73;16.7.24;4.7.24;Online
738290;2290751;Christopher Stewart;817;867.4;58.17;33.88;5.2.24;25.6.24;Direct
726475;2196115;Melissa Martinez;829;501.67;42.47;46.32;18.6.24;18.1.24;Direct
142204;9863747;Anthony Hanson;14;897.79;35.07;33.61;28.4.24;21.2.24;Direct
520969;5049502;Stacy Maxwell;850;46.49;54.05;37.82;12.8.24;12.9.24;Direct
911489;3594271;Christopher Boyle;567;670.98;79.29;22.82;21.12.23;6.2.24;Online
826981;8662855;David Gardner;432;68.63;42.96;35.15;3.6.24;4.4.24;Direct
